Date,company,Open Price,High Price,Low Price,Close Price,No.of Shares,No. of Trades
27-Dec-17, BAJAJ HEALTH CARE LTD,340,354.95,340,347.5,2400,6
21-Dec-17, BAJAJ HEALTH CARE LTD,340,344,340,340.5,33200,10
20-Dec-17, BAJAJ HEALTH CARE LTD,345,348,345,348,14400,8
19-Dec-17, BAJAJ HEALTH CARE LTD,351,351,349,350.4,41200,13
18-Dec-17, BAJAJ HEALTH CARE LTD,346,355,346,355,22800,9
15-Dec-17, BAJAJ HEALTH CARE LTD,344.8,344.8,340,342,39200,12
14-Dec-17, BAJAJ HEALTH CARE LTD,333.5,340,325,340,10800,9
13-Dec-17, BAJAJ HEALTH CARE LTD,333,347,332.5,343.45,4000,6
12-Dec-17, BAJAJ HEALTH CARE LTD,330,332,330,330.65,1200,2
08-Dec-17, BAJAJ HEALTH CARE LTD,320,335,320,328,1600,4
07-Dec-17, BAJAJ HEALTH CARE LTD,324,324,324,324,400,1
06-Dec-17, BAJAJ HEALTH CARE LTD,290,303,285,301.35,15600,11
05-Dec-17, BAJAJ HEALTH CARE LTD,303,303,295,298,24800,12
04-Dec-17, BAJAJ HEALTH CARE LTD,315,333,300,302,46000,23
01-Dec-17, BAJAJ HEALTH CARE LTD,294,300,294,300,1200,3
30-Nov-17, BAJAJ HEALTH CARE LTD,307,307,292.05,297,2400,6
29-Nov-17, BAJAJ HEALTH CARE LTD,310,320,307,307,2400,5
28-Nov-17, BAJAJ HEALTH CARE LTD,300,300,300,300,400,1
27-Nov-17, BAJAJ HEALTH CARE LTD,304,305,304,304.05,13600,8
24-Nov-17, BAJAJ HEALTH CARE LTD,295,309.95,290,295.05,104000,23
23-Nov-17, BAJAJ HEALTH CARE LTD,295,300,295,300,34800,15
22-Nov-17, BAJAJ HEALTH CARE LTD,310,310,296.05,296.05,20400,8
21-Nov-17, BAJAJ HEALTH CARE LTD,305,305,300,300.1,21600,10
17-Nov-17, BAJAJ HEALTH CARE LTD,315,315,310,310,1200,3
16-Nov-17, BAJAJ HEALTH CARE LTD,329.5,329.5,320,320,800,2
15-Nov-17, BAJAJ HEALTH CARE LTD,337,337,330,334.5,81600,22
14-Nov-17, BAJAJ HEALTH CARE LTD,315,339,315,335,94400,45
13-Nov-17, BAJAJ HEALTH CARE LTD,300,312,300,312,800,2
10-Nov-17, BAJAJ HEALTH CARE LTD,295,310,295,310,800,2
09-Nov-17, BAJAJ HEALTH CARE LTD,305,305,305,305,3600,2
08-Nov-17, BAJAJ HEALTH CARE LTD,300,309,295,300.35,27600,13
07-Nov-17, BAJAJ HEALTH CARE LTD,304,304,304,304,2000,2
06-Nov-17, BAJAJ HEALTH CARE LTD,300,305,300,305,1200,3
03-Nov-17, BAJAJ HEALTH CARE LTD,303,303,303,303,2400,4
02-Nov-17, BAJAJ HEALTH CARE LTD,295,306,295,305.5,6400,3
01-Nov-17, BAJAJ HEALTH CARE LTD,295,306,290,300.35,13200,10
31-Oct-17, BAJAJ HEALTH CARE LTD,300,301,300,301,11200,7
27-Oct-17, BAJAJ HEALTH CARE LTD,309,309,305,307.65,2000,4
26-Oct-17, BAJAJ HEALTH CARE LTD,300,300,300,300,8400,3
25-Oct-17, BAJAJ HEALTH CARE LTD,310,310,300,304,5200,9
24-Oct-17, BAJAJ HEALTH CARE LTD,305,305,300,300,3200,3
23-Oct-17, BAJAJ HEALTH CARE LTD,310,310,310,310,800,2
19-Oct-17, BAJAJ HEALTH CARE LTD,310,310,310,310,1600,1
18-Oct-17, BAJAJ HEALTH CARE LTD,295,309,295,296,3200,6
17-Oct-17, BAJAJ HEALTH CARE LTD,295,305,290,297.55,42000,16
16-Oct-17, BAJAJ HEALTH CARE LTD,299.25,305,299.25,300,92000,31
12-Oct-17, BAJAJ HEALTH CARE LTD,304,304,304,304,3600,1
11-Oct-17, BAJAJ HEALTH CARE LTD,304,304,304,304,400,1
10-Oct-17, BAJAJ HEALTH CARE LTD,310,320,305,305,3600,4
09-Oct-17, BAJAJ HEALTH CARE LTD,290,290,290,290,14000,1
06-Oct-17, BAJAJ HEALTH CARE LTD,288,309,288,302,1600,4
05-Oct-17, BAJAJ HEALTH CARE LTD,275,275,275,275,13600,9
04-Oct-17, BAJAJ HEALTH CARE LTD,270,285,270,281,34400,11
03-Oct-17, BAJAJ HEALTH CARE LTD,275,277,275,276,800,2
29-Sep-17, BAJAJ HEALTH CARE LTD,275,275,275,275,400,1
28-Sep-17, BAJAJ HEALTH CARE LTD,275,275,270,275,12400,3
27-Sep-17, BAJAJ HEALTH CARE LTD,285,285,275,275,800,2
26-Sep-17, BAJAJ HEALTH CARE LTD,295,300,275,285,6800,13
25-Sep-17, BAJAJ HEALTH CARE LTD,305,305,305,305,4000,2
21-Sep-17, BAJAJ HEALTH CARE LTD,303.8,314,303.8,311.75,2000,5
20-Sep-17, BAJAJ HEALTH CARE LTD,310,310,310,310,2400,3
19-Sep-17, BAJAJ HEALTH CARE LTD,300,300,300,300,400,1
18-Sep-17, BAJAJ HEALTH CARE LTD,308,310,308,309,800,2
15-Sep-17, BAJAJ HEALTH CARE LTD,304,310,300,308.2,4800,11
14-Sep-17, BAJAJ HEALTH CARE LTD,270,305,270,292.05,7600,19
13-Sep-17, BAJAJ HEALTH CARE LTD,282,283.4,282,283.4,2800,4
08-Sep-17, BAJAJ HEALTH CARE LTD,270,280,270,280,800,2
07-Sep-17, BAJAJ HEALTH CARE LTD,279,279,279,279,2000,3
06-Sep-17, BAJAJ HEALTH CARE LTD,265,283.4,260,283.4,2800,7
04-Sep-17, BAJAJ HEALTH CARE LTD,270,275,270,275,2800,3
31-Aug-17, BAJAJ HEALTH CARE LTD,289.5,289.5,280.75,284.45,3600,6
30-Aug-17, BAJAJ HEALTH CARE LTD,281,294,281,289.1,4000,5
29-Aug-17, BAJAJ HEALTH CARE LTD,286,290,275,283.4,3200,8
24-Aug-17, BAJAJ HEALTH CARE LTD,290,290,290,290,400,1
11-Aug-17, BAJAJ HEALTH CARE LTD,286,286,286,286,400,1
08-Aug-17, BAJAJ HEALTH CARE LTD,295,300,295,297.5,800,2
02-Aug-17, BAJAJ HEALTH CARE LTD,300,300,300,300,400,1
28-Jul-17, BAJAJ HEALTH CARE LTD,300,300,300,300,2400,1
27-Jul-17, BAJAJ HEALTH CARE LTD,296,296,296,296,400,1
26-Jul-17, BAJAJ HEALTH CARE LTD,300,300,300,300,2400,1
25-Jul-17, BAJAJ HEALTH CARE LTD,300,300,300,300,2400,2
24-Jul-17, BAJAJ HEALTH CARE LTD,296,296,296,296,400,1
12-Jul-17, BAJAJ HEALTH CARE LTD,305,305,305,305,800,1
07-Jul-17, BAJAJ HEALTH CARE LTD,305,305,305,305,1600,2
05-Jul-17, BAJAJ HEALTH CARE LTD,305,305,305,305,3200,7
03-Jul-17, BAJAJ HEALTH CARE LTD,297,297,296,297,17200,3
30-Jun-17, BAJAJ HEALTH CARE LTD,304,305,304,304.1,4000,2
28-Jun-17, BAJAJ HEALTH CARE LTD,307,307,307,307,2000,2
23-Jun-17, BAJAJ HEALTH CARE LTD,308.9,308.9,296.5,305,26800,6
22-Jun-17, BAJAJ HEALTH CARE LTD,296,305,296,305,1200,3
20-Jun-17, BAJAJ HEALTH CARE LTD,297,297,297,297,12000,1
14-Jun-17, BAJAJ HEALTH CARE LTD,300,300,300,300,400,1
13-Jun-17, BAJAJ HEALTH CARE LTD,286,304,286,296.35,1200,3
09-Jun-17, BAJAJ HEALTH CARE LTD,292,300,292,295.35,1200,3
06-Jun-17, BAJAJ HEALTH CARE LTD,285,294,285,290.5,5600,4
05-Jun-17, BAJAJ HEALTH CARE LTD,291.5,291.5,275,280,15200,7
02-Jun-17, BAJAJ HEALTH CARE LTD,304,304,304,304,1200,3
01-Jun-17, BAJAJ HEALTH CARE LTD,295,299,295,299,800,2
31-May-17, BAJAJ HEALTH CARE LTD,291.5,291.5,291.5,291.5,400,1
29-May-17, BAJAJ HEALTH CARE LTD,306,306,300,300,800,2
26-May-17, BAJAJ HEALTH CARE LTD,305,305,296,298,4000,6
24-May-17, BAJAJ HEALTH CARE LTD,310,315,310,315,11600,5
19-May-17, BAJAJ HEALTH CARE LTD,325,325,325,325,1200,1
18-May-17, BAJAJ HEALTH CARE LTD,320,325,320,325,3200,4
16-May-17, BAJAJ HEALTH CARE LTD,324,324,324,324,6400,2
