Date,company,Open Price,High Price,Low Price,Close Price,No.of Shares,No. of Trades
27-Sep-17, BAJAJ ELECTRICALS LTD,359.5,374.7,354,355.35,80447,1909
26-Sep-17, BAJAJ ELECTRICALS LTD,360.4,367.8,352.6,358.5,36984,1068
25-Sep-17, BAJAJ ELECTRICALS LTD,372,374.4,341.95,358.2,49941,1245
22-Sep-17, BAJAJ ELECTRICALS LTD,378,396.4,365.25,372.55,171014,3757
21-Sep-17, BAJAJ ELECTRICALS LTD,390,391.9,375.5,376.75,78076,2111
20-Sep-17, BAJAJ ELECTRICALS LTD,392,395.8,380.2,383.4,57932,1266
19-Sep-17, BAJAJ ELECTRICALS LTD,404.3,406,388,390.45,41953,1246
18-Sep-17, BAJAJ ELECTRICALS LTD,390,411.45,390,401.15,114969,2474
15-Sep-17, BAJAJ ELECTRICALS LTD,404,411.25,387.35,390.75,110899,2670
14-Sep-17, BAJAJ ELECTRICALS LTD,377.85,406,371,401.05,236280,4487
13-Sep-17, BAJAJ ELECTRICALS LTD,378,378,371.05,372.75,20379,463
12-Sep-17, BAJAJ ELECTRICALS LTD,370,385,362.6,373.95,103832,2781
11-Sep-17, BAJAJ ELECTRICALS LTD,347.05,371,345.6,366.3,145739,3034
08-Sep-17, BAJAJ ELECTRICALS LTD,342.6,348.2,339.1,345.45,27643,644
07-Sep-17, BAJAJ ELECTRICALS LTD,345,349.05,339.05,340.75,20691,508
06-Sep-17, BAJAJ ELECTRICALS LTD,344,345,339.85,344.4,6262,202
05-Sep-17, BAJAJ ELECTRICALS LTD,340.05,346.9,340.05,344.7,14372,315
04-Sep-17, BAJAJ ELECTRICALS LTD,342.75,348.6,340.05,344.7,32216,606
01-Sep-17, BAJAJ ELECTRICALS LTD,353.85,354,340.95,342.5,30199,645
31-Aug-17, BAJAJ ELECTRICALS LTD,343.05,353.85,339.85,348.55,72673,1469
30-Aug-17, BAJAJ ELECTRICALS LTD,340.4,343.65,336.15,342.7,14579,325
29-Aug-17, BAJAJ ELECTRICALS LTD,336,343.85,335.1,337.8,22933,622
28-Aug-17, BAJAJ ELECTRICALS LTD,348,348,335,339.75,37180,838
24-Aug-17, BAJAJ ELECTRICALS LTD,339,349,336.9,339.9,46707,1288
23-Aug-17, BAJAJ ELECTRICALS LTD,340,349.9,335.2,340.1,56532,1390
22-Aug-17, BAJAJ ELECTRICALS LTD,329.5,335,325,333.7,15165,382
21-Aug-17, BAJAJ ELECTRICALS LTD,335.25,338,326.8,328.3,26165,587
18-Aug-17, BAJAJ ELECTRICALS LTD,330,332.75,321,329.55,22835,526
17-Aug-17, BAJAJ ELECTRICALS LTD,315.9,329.95,315.65,328.45,40729,865
16-Aug-17, BAJAJ ELECTRICALS LTD,304.35,317.5,304.35,315.15,25835,691
14-Aug-17, BAJAJ ELECTRICALS LTD,312.85,319.25,301,304.35,33250,807
11-Aug-17, BAJAJ ELECTRICALS LTD,301.7,314,294.5,306.6,44025,1028
10-Aug-17, BAJAJ ELECTRICALS LTD,318.65,320.2,301.6,303.45,59064,1009
09-Aug-17, BAJAJ ELECTRICALS LTD,331,331.9,317.55,320.4,12460,345
08-Aug-17, BAJAJ ELECTRICALS LTD,333.8,338.4,326.5,330.35,21118,468
07-Aug-17, BAJAJ ELECTRICALS LTD,334.7,334.7,326.6,332.5,12854,318
04-Aug-17, BAJAJ ELECTRICALS LTD,331.8,331.8,323,325.05,18413,483
03-Aug-17, BAJAJ ELECTRICALS LTD,333.8,335.45,325.85,327.7,63249,1931
02-Aug-17, BAJAJ ELECTRICALS LTD,323.9,333,323.25,329.05,24808,643
01-Aug-17, BAJAJ ELECTRICALS LTD,330.4,330.4,321.25,322.5,16429,455
31-Jul-17, BAJAJ ELECTRICALS LTD,337,338.45,325.65,328.25,23743,540
28-Jul-17, BAJAJ ELECTRICALS LTD,337.7,340.5,334.1,336.05,14005,300
27-Jul-17, BAJAJ ELECTRICALS LTD,338.85,344,337.6,340.1,37702,810
26-Jul-17, BAJAJ ELECTRICALS LTD,337.5,342.45,336.3,341,42335,620
25-Jul-17, BAJAJ ELECTRICALS LTD,342,342,334.95,336.05,18275,471
24-Jul-17, BAJAJ ELECTRICALS LTD,340,353.75,334.35,337.95,57206,1583
21-Jul-17, BAJAJ ELECTRICALS LTD,335.75,343.65,333.5,335.8,65728,1821
20-Jul-17, BAJAJ ELECTRICALS LTD,335,338.6,330.7,335.4,31912,709
19-Jul-17, BAJAJ ELECTRICALS LTD,333.75,337.75,331.65,333.45,24263,703
18-Jul-17, BAJAJ ELECTRICALS LTD,334.95,339.15,330,333.2,44936,1116
17-Jul-17, BAJAJ ELECTRICALS LTD,339.1,342,333.6,337.85,54638,1515
14-Jul-17, BAJAJ ELECTRICALS LTD,331.45,343.3,327,339,514113,1470
13-Jul-17, BAJAJ ELECTRICALS LTD,339.8,339.8,327,331.45,23771,837
12-Jul-17, BAJAJ ELECTRICALS LTD,349.8,349.8,331.1,334.75,39691,1231
11-Jul-17, BAJAJ ELECTRICALS LTD,338.6,344.85,337.7,340.25,58542,1882
10-Jul-17, BAJAJ ELECTRICALS LTD,330.4,334.95,326,329.75,127135,391
07-Jul-17, BAJAJ ELECTRICALS LTD,330,330.5,326.85,327.7,15175,391
06-Jul-17, BAJAJ ELECTRICALS LTD,322.1,332.05,322.1,330.55,15442,513
05-Jul-17, BAJAJ ELECTRICALS LTD,324.35,326.75,320.1,322.55,19096,448
04-Jul-17, BAJAJ ELECTRICALS LTD,330,332.05,323.1,325.3,10748,301
03-Jul-17, BAJAJ ELECTRICALS LTD,325.25,333,325.25,328.95,9851,358
30-Jun-17, BAJAJ ELECTRICALS LTD,332.6,332.6,325.6,327.3,19182,491
29-Jun-17, BAJAJ ELECTRICALS LTD,325.75,335.1,325.75,331.95,24360,805
28-Jun-17, BAJAJ ELECTRICALS LTD,328,332.25,323,324,15865,457
27-Jun-17, BAJAJ ELECTRICALS LTD,330,333.45,321,326.3,17164,502
23-Jun-17, BAJAJ ELECTRICALS LTD,340.5,341.8,328,328.8,22861,633
22-Jun-17, BAJAJ ELECTRICALS LTD,342.5,345,339.1,339.5,208397,421
21-Jun-17, BAJAJ ELECTRICALS LTD,343.95,345.4,337.75,342.8,25192,656
20-Jun-17, BAJAJ ELECTRICALS LTD,353,353,340.4,341.65,13444,372
19-Jun-17, BAJAJ ELECTRICALS LTD,344.5,349.85,344.5,346.65,12584,370
16-Jun-17, BAJAJ ELECTRICALS LTD,345.5,349.6,343,344.5,19791,547
15-Jun-17, BAJAJ ELECTRICALS LTD,349.25,350,344.45,346.65,16721,464
14-Jun-17, BAJAJ ELECTRICALS LTD,345,351.95,344,349.25,226229,740
13-Jun-17, BAJAJ ELECTRICALS LTD,347.7,353.5,342,343.9,405817,579
12-Jun-17, BAJAJ ELECTRICALS LTD,348.1,353.9,346,349.5,22393,623
09-Jun-17, BAJAJ ELECTRICALS LTD,358.9,358.95,348.5,350.2,23340,700
08-Jun-17, BAJAJ ELECTRICALS LTD,360,361.8,355.2,356.1,13880,348
07-Jun-17, BAJAJ ELECTRICALS LTD,358.6,367,356.2,358.3,60721,1614
06-Jun-17, BAJAJ ELECTRICALS LTD,360,360.15,354.2,357.75,31311,1140
05-Jun-17, BAJAJ ELECTRICALS LTD,354.8,362,353.2,357.1,43371,1422
02-Jun-17, BAJAJ ELECTRICALS LTD,345.2,359.3,344.05,352.1,85948,2344
01-Jun-17, BAJAJ ELECTRICALS LTD,341.7,348.15,340.25,340.9,13046,463
31-May-17, BAJAJ ELECTRICALS LTD,342.9,359,339,341.7,42407,1438
30-May-17, BAJAJ ELECTRICALS LTD,349,349,340.1,342.7,20400,613
29-May-17, BAJAJ ELECTRICALS LTD,360.7,363.75,343.1,348.8,224032,6603
26-May-17, BAJAJ ELECTRICALS LTD,346.75,362,339.95,359.75,121783,4459
25-May-17, BAJAJ ELECTRICALS LTD,330.65,348,330.35,345.5,87918,3385
24-May-17, BAJAJ ELECTRICALS LTD,317.1,342.9,317.1,327.05,134747,3304
23-May-17, BAJAJ ELECTRICALS LTD,310,318.3,300,314.3,35669,973
22-May-17, BAJAJ ELECTRICALS LTD,339.15,340.55,296.65,314.25,78436,2257
19-May-17, BAJAJ ELECTRICALS LTD,340,344,326.15,334.35,29734,723
18-May-17, BAJAJ ELECTRICALS LTD,350,350,331.95,333.75,25279,649
17-May-17, BAJAJ ELECTRICALS LTD,349,352.55,346.9,349.75,22276,439
16-May-17, BAJAJ ELECTRICALS LTD,344.45,350,342,346.2,21775,470
15-May-17, BAJAJ ELECTRICALS LTD,352.7,352.7,338,340.3,29530,603
12-May-17, BAJAJ ELECTRICALS LTD,352.5,354,348,350.6,10621,246
11-May-17, BAJAJ ELECTRICALS LTD,352,356.95,350.65,351.45,27178,372
10-May-17, BAJAJ ELECTRICALS LTD,352.8,355.2,350,351.2,22042,412
09-May-17, BAJAJ ELECTRICALS LTD,350,359,350,351.8,44835,895
08-May-17, BAJAJ ELECTRICALS LTD,349.5,360,349,352.2,45285,909
05-May-17, BAJAJ ELECTRICALS LTD,350.95,350.95,346,348.55,19721,408
04-May-17, BAJAJ ELECTRICALS LTD,351.2,353.65,349.3,350.85,18445,386
03-May-17, BAJAJ ELECTRICALS LTD,354.2,356.45,347.35,349,9965,284
02-May-17, BAJAJ ELECTRICALS LTD,351.5,360,350,352.5,59976,1010
28-Apr-17, BAJAJ ELECTRICALS LTD,346.9,352.8,346.9,351.5,30425,466
27-Apr-17, BAJAJ ELECTRICALS LTD,347.45,352.35,345.45,346.9,41776,604
26-Apr-17, BAJAJ ELECTRICALS LTD,350,351.5,346,346.6,33729,690
25-Apr-17, BAJAJ ELECTRICALS LTD,351.15,353.15,345.75,347.75,31537,614
24-Apr-17, BAJAJ ELECTRICALS LTD,349,353.3,347.7,348.7,21099,458
21-Apr-17, BAJAJ ELECTRICALS LTD,359,359,347.9,349.05,26054,647
20-Apr-17, BAJAJ ELECTRICALS LTD,354.85,364,351.65,357.8,155902,3004
19-Apr-17, BAJAJ ELECTRICALS LTD,347.1,353.5,346.1,352.4,47910,1064
18-Apr-17, BAJAJ ELECTRICALS LTD,356.9,357.35,344.7,345.55,54714,1126
17-Apr-17, BAJAJ ELECTRICALS LTD,353,362.2,344.55,354.45,110437,2722
13-Apr-17, BAJAJ ELECTRICALS LTD,351.8,354.8,346.5,347.45,49975,1019
12-Apr-17, BAJAJ ELECTRICALS LTD,348.65,357.4,342.5,350.35,100404,2338
11-Apr-17, BAJAJ ELECTRICALS LTD,347.1,353,345.4,346.85,59179,1211
10-Apr-17, BAJAJ ELECTRICALS LTD,345,359.7,344.1,346.7,109219,2349
07-Apr-17, BAJAJ ELECTRICALS LTD,349.7,355,340.1,343.55,64078,1436
06-Apr-17, BAJAJ ELECTRICALS LTD,348,359.95,345.55,352.05,142678,3370
05-Apr-17, BAJAJ ELECTRICALS LTD,375,387.85,345.25,348.05,533823,12247
03-Apr-17, BAJAJ ELECTRICALS LTD,314.9,375.3,312.8,372.75,505393,9769
31-Mar-17, BAJAJ ELECTRICALS LTD,322,322,311.5,312.75,27814,696
30-Mar-17, BAJAJ ELECTRICALS LTD,320,334.9,318,320.55,94377,2113
29-Mar-17, BAJAJ ELECTRICALS LTD,311,318.05,309.7,315.9,65304,594
28-Mar-17, BAJAJ ELECTRICALS LTD,315.4,318.5,308.85,309.9,14874,423
27-Mar-17, BAJAJ ELECTRICALS LTD,318,321,311.95,312.65,42220,2289
24-Mar-17, BAJAJ ELECTRICALS LTD,314.95,317.65,314,315.9,45578,1014
23-Mar-17, BAJAJ ELECTRICALS LTD,314,319.5,312.45,314.95,77530,1556
22-Mar-17, BAJAJ ELECTRICALS LTD,311,316.5,308.2,309.85,80498,1610
21-Mar-17, BAJAJ ELECTRICALS LTD,314,315.5,309,311.45,105284,2511
20-Mar-17, BAJAJ ELECTRICALS LTD,308.1,314.4,308.1,310.9,73740,1012
17-Mar-17, BAJAJ ELECTRICALS LTD,309.1,316.65,305.55,307.8,116185,2720
16-Mar-17, BAJAJ ELECTRICALS LTD,308.85,317.6,305.15,308.55,117239,2988
15-Mar-17, BAJAJ ELECTRICALS LTD,316.5,317.5,302.25,306.2,153842,3149
14-Mar-17, BAJAJ ELECTRICALS LTD,302.5,329.55,297.3,315.3,590888,9211
10-Mar-17, BAJAJ ELECTRICALS LTD,284,306,283,295.55,454792,10421
09-Mar-17, BAJAJ ELECTRICALS LTD,278.7,287,273.5,282.25,123557,3634
08-Mar-17, BAJAJ ELECTRICALS LTD,272.9,285.1,269.1,279.8,71505,1617
07-Mar-17, BAJAJ ELECTRICALS LTD,265,275.65,265,273.45,60343,1366
06-Mar-17, BAJAJ ELECTRICALS LTD,258.1,267.9,257.4,265.65,507232,1042
03-Mar-17, BAJAJ ELECTRICALS LTD,255.9,259.2,255.9,257.95,5417,124
02-Mar-17, BAJAJ ELECTRICALS LTD,263,263.7,255.75,256.75,13993,559
01-Mar-17, BAJAJ ELECTRICALS LTD,262,264.35,261,261.85,38591,202
28-Feb-17, BAJAJ ELECTRICALS LTD,259,263.15,257.9,260.35,34905,477
27-Feb-17, BAJAJ ELECTRICALS LTD,263.85,264.25,257,259.35,8050,242
23-Feb-17, BAJAJ ELECTRICALS LTD,262,264.7,257.4,262,420674,382
22-Feb-17, BAJAJ ELECTRICALS LTD,262.5,264.95,260.25,261.45,16551,508
21-Feb-17, BAJAJ ELECTRICALS LTD,257,270,257,257.65,44680,1315
20-Feb-17, BAJAJ ELECTRICALS LTD,259,260.4,255.5,258.65,12868,593
17-Feb-17, BAJAJ ELECTRICALS LTD,255.8,260,253.05,258.6,19378,506
16-Feb-17, BAJAJ ELECTRICALS LTD,251.95,257,251.15,255.15,10960,264
15-Feb-17, BAJAJ ELECTRICALS LTD,258.3,258.3,250,250.5,9645,310
14-Feb-17, BAJAJ ELECTRICALS LTD,265.5,265.5,256,257,7478,244
13-Feb-17, BAJAJ ELECTRICALS LTD,271.6,271.6,261.1,264.4,22994,625
10-Feb-17, BAJAJ ELECTRICALS LTD,263,272,263,270.15,61986,1636
09-Feb-17, BAJAJ ELECTRICALS LTD,248.05,264,245.25,262.3,164059,4063
08-Feb-17, BAJAJ ELECTRICALS LTD,251.95,253.95,248.15,249.55,8378,243
07-Feb-17, BAJAJ ELECTRICALS LTD,244.9,252,244.25,250,16834,473
06-Feb-17, BAJAJ ELECTRICALS LTD,250.3,253.6,243,243.9,19571,564
03-Feb-17, BAJAJ ELECTRICALS LTD,246,250.7,244.5,249.95,18254,361
02-Feb-17, BAJAJ ELECTRICALS LTD,243.9,246.45,242,245,14879,394
01-Feb-17, BAJAJ ELECTRICALS LTD,240.65,244.9,240,242.7,15294,402
31-Jan-17, BAJAJ ELECTRICALS LTD,241.4,243.95,240,240.5,19527,527
30-Jan-17, BAJAJ ELECTRICALS LTD,240.35,247.2,238.6,240.15,21736,558
27-Jan-17, BAJAJ ELECTRICALS LTD,241.5,243.6,236.95,241.6,57852,1141
25-Jan-17, BAJAJ ELECTRICALS LTD,233.95,241.95,233.95,239.4,49158,987
24-Jan-17, BAJAJ ELECTRICALS LTD,229.5,237,228.7,232,41427,1145
23-Jan-17, BAJAJ ELECTRICALS LTD,229.9,230.5,227.85,228.25,146182,258
20-Jan-17, BAJAJ ELECTRICALS LTD,226.65,229.95,226.1,228,308493,174
19-Jan-17, BAJAJ ELECTRICALS LTD,228.6,229.85,226.2,227.25,4584,215
18-Jan-17, BAJAJ ELECTRICALS LTD,231,231.95,226,227.9,8480,286
17-Jan-17, BAJAJ ELECTRICALS LTD,230,233.65,227.5,230.4,283801,380
16-Jan-17, BAJAJ ELECTRICALS LTD,229.95,233.4,226.4,229.65,20300,468
13-Jan-17, BAJAJ ELECTRICALS LTD,228.75,230.2,226.35,228.05,474859,378
12-Jan-17, BAJAJ ELECTRICALS LTD,230.25,232.5,227.25,229.05,5553,221
11-Jan-17, BAJAJ ELECTRICALS LTD,235,235,229.1,230.25,8156,266
10-Jan-17, BAJAJ ELECTRICALS LTD,232,236.9,230.8,233.65,36330,830
09-Jan-17, BAJAJ ELECTRICALS LTD,227.95,233.7,227.95,230.45,7028,258
06-Jan-17, BAJAJ ELECTRICALS LTD,234,235,227,228.8,7167,216
05-Jan-17, BAJAJ ELECTRICALS LTD,232,234,228.05,232,26344,1018
04-Jan-17, BAJAJ ELECTRICALS LTD,226.4,230,225.7,226.55,9533,334
03-Jan-17, BAJAJ ELECTRICALS LTD,226.7,226.7,221.1,226.15,13929,399
02-Jan-17, BAJAJ ELECTRICALS LTD,220,227.1,217,220.4,8919,283
31-Dec-18, Bajaj Hindusthan Sugar Ltd,8.65,8.81,8.65,8.7,200688,306
28-Dec-18, Bajaj Hindusthan Sugar Ltd,8.73,8.82,8.62,8.67,215386,2978
27-Dec-18, Bajaj Hindusthan Sugar Ltd,8.85,8.88,8.75,8.79,129998,263
26-Dec-18, Bajaj Hindusthan Sugar Ltd,8.85,8.95,8.66,8.77,313134,374
24-Dec-18, Bajaj Hindusthan Sugar Ltd,9,9.12,8.91,8.93,195157,899
21-Dec-18, Bajaj Hindusthan Sugar Ltd,9.2,9.2,8.91,8.98,136130,240
20-Dec-18, Bajaj Hindusthan Sugar Ltd,8.9,9.13,8.9,9.02,180267,3461
19-Dec-18, Bajaj Hindusthan Sugar Ltd,9,9.25,8.9,9.03,468276,4642
18-Dec-18, Bajaj Hindusthan Sugar Ltd,9.1,9.18,8.94,9,241514,425
17-Dec-18, Bajaj Hindusthan Sugar Ltd,9.26,9.34,9.1,9.15,213602,304
14-Dec-18, Bajaj Hindusthan Sugar Ltd,9.4,9.51,9.22,9.27,179982,342
13-Dec-18, Bajaj Hindusthan Sugar Ltd,9.69,9.77,9.4,9.44,393554,373
12-Dec-18, Bajaj Hindusthan Sugar Ltd,9.12,9.7,9.11,9.58,345303,543
11-Dec-18, Bajaj Hindusthan Sugar Ltd,8.65,9.1,8.64,8.93,253013,451
10-Dec-18, Bajaj Hindusthan Sugar Ltd,9.3,9.3,8.78,8.86,412810,590
07-Dec-18, Bajaj Hindusthan Sugar Ltd,9.47,9.47,9.25,9.32,217673,268
06-Dec-18, Bajaj Hindusthan Sugar Ltd,9.56,9.7,9.31,9.49,408595,2864
05-Dec-18, Bajaj Hindusthan Sugar Ltd,9.72,9.79,9.55,9.58,157145,290
04-Dec-18, Bajaj Hindusthan Sugar Ltd,9.85,10.14,9.8,9.83,457707,712
03-Dec-18, Bajaj Hindusthan Sugar Ltd,9.6,9.83,9.55,9.6,242284,309
30-Nov-18, Bajaj Hindusthan Sugar Ltd,9.9,9.9,9.45,9.66,494121,740
29-Nov-18, Bajaj Hindusthan Sugar Ltd,9.95,9.95,9.41,9.48,609985,760
28-Nov-18, Bajaj Hindusthan Sugar Ltd,10.15,10.15,9.6,9.67,500596,797
27-Nov-18, Bajaj Hindusthan Sugar Ltd,10.05,10.34,10,10.12,542251,571
26-Nov-18, Bajaj Hindusthan Sugar Ltd,10.35,10.45,10.05,10.1,459025,627
22-Nov-18, Bajaj Hindusthan Sugar Ltd,10.3,10.6,10.21,10.27,614027,794
21-Nov-18, Bajaj Hindusthan Sugar Ltd,10.4,10.56,10.31,10.34,330510,537
20-Nov-18, Bajaj Hindusthan Sugar Ltd,10.6,10.85,10.35,10.42,428970,554
19-Nov-18, Bajaj Hindusthan Sugar Ltd,10.8,10.9,10.51,10.61,568274,601
16-Nov-18, Bajaj Hindusthan Sugar Ltd,11.07,11.14,10.66,10.79,533967,648
15-Nov-18, Bajaj Hindusthan Sugar Ltd,11.2,11.35,10.94,11.03,795409,930
14-Nov-18, Bajaj Hindusthan Sugar Ltd,11.33,11.59,11,11.18,1080705,1120
13-Nov-18, Bajaj Hindusthan Sugar Ltd,11.7,11.85,11.25,11.32,1084511,1029
12-Nov-18, Bajaj Hindusthan Sugar Ltd,11.3,12.09,11.08,11.74,2681900,2914
09-Nov-18, Bajaj Hindusthan Sugar Ltd,11.34,11.48,11.1,11.17,1007920,1190
07-Nov-18, Bajaj Hindusthan Sugar Ltd,11,11.05,10.8,10.92,89200,180
06-Nov-18, Bajaj Hindusthan Sugar Ltd,11,11.2,10.8,10.84,428227,639
05-Nov-18, Bajaj Hindusthan Sugar Ltd,10.98,11.39,10.79,10.94,971120,1283
02-Nov-18, Bajaj Hindusthan Sugar Ltd,10.09,11.71,10,10.91,2905086,3118
01-Nov-18, Bajaj Hindusthan Sugar Ltd,10.19,10.28,9.96,10.02,574562,527
31-Oct-18, Bajaj Hindusthan Sugar Ltd,10.38,10.39,10.07,10.14,484681,431
30-Oct-18, Bajaj Hindusthan Sugar Ltd,10.49,10.91,10.32,10.44,697115,971
29-Oct-18, Bajaj Hindusthan Sugar Ltd,10.1,10.62,10.01,10.49,1067861,2088
26-Oct-18, Bajaj Hindusthan Sugar Ltd,9.77,10.1,9.77,9.96,655906,1696
25-Oct-18, Bajaj Hindusthan Sugar Ltd,9.7,10,9.61,9.83,729349,1614
24-Oct-18, Bajaj Hindusthan Sugar Ltd,10.15,10.29,9.75,9.83,811144,1598
23-Oct-18, Bajaj Hindusthan Sugar Ltd,9.5,10.14,9.5,9.81,893167,3260
22-Oct-18, Bajaj Hindusthan Sugar Ltd,10.23,10.37,9.76,9.84,617455,771
19-Oct-18, Bajaj Hindusthan Sugar Ltd,9.81,10.44,9.8,10.24,1165459,1330
17-Oct-18, Bajaj Hindusthan Sugar Ltd,10.85,10.85,9.85,9.99,1063948,1108
16-Oct-18, Bajaj Hindusthan Sugar Ltd,11.35,11.4,10.62,10.67,1671768,1577
15-Oct-18, Bajaj Hindusthan Sugar Ltd,11.15,11.42,10.75,11.11,3284386,4046
12-Oct-18, Bajaj Hindusthan Sugar Ltd,10.22,10.65,9.85,10.3,1385329,1325
11-Oct-18, Bajaj Hindusthan Sugar Ltd,9.65,12,9.12,9.97,1926588,1791
10-Oct-18, Bajaj Hindusthan Sugar Ltd,9.8,10.67,9.25,10.06,2272500,2372
09-Oct-18, Bajaj Hindusthan Sugar Ltd,8.99,9.85,8.84,9.53,2366795,2362
08-Oct-18, Bajaj Hindusthan Sugar Ltd,9,9.1,8.38,8.65,812000,828
05-Oct-18, Bajaj Hindusthan Sugar Ltd,8.96,9.1,8.62,8.72,835500,1967
04-Oct-18, Bajaj Hindusthan Sugar Ltd,8.44,8.96,8.16,8.57,817952,2922
03-Oct-18, Bajaj Hindusthan Sugar Ltd,7.95,8.74,7.75,8.49,2425995,1974
01-Oct-18, Bajaj Hindusthan Sugar Ltd,8.3,8.3,7.47,7.95,1533653,1226
28-Sep-18, Bajaj Hindusthan Sugar Ltd,9.49,9.49,8.24,8.29,1391898,2132
27-Sep-18, Bajaj Hindusthan Sugar Ltd,9.7,9.7,9.04,9.15,1117179,2278
26-Sep-18, Bajaj Hindusthan Sugar Ltd,10.8,10.85,9.24,9.35,3751857,4546
25-Sep-18, Bajaj Hindusthan Sugar Ltd,9.52,10.32,8.85,10.25,2678631,3635
24-Sep-18, Bajaj Hindusthan Sugar Ltd,9.7,10.18,9.38,9.39,2157246,2153
21-Sep-18, Bajaj Hindusthan Sugar Ltd,11.7,11.79,10.42,10.42,1975256,2564
19-Sep-18, Bajaj Hindusthan Sugar Ltd,11.94,12.07,10.8,11.57,5284784,6062
18-Sep-18, Bajaj Hindusthan Sugar Ltd,11.24,11.24,10.6,11.23,18385857,7982
17-Sep-18, Bajaj Hindusthan Sugar Ltd,10,10.22,9.55,10.22,1992483,1353
14-Sep-18, Bajaj Hindusthan Sugar Ltd,7.19,8.59,7.18,8.52,5297591,5131
12-Sep-18, Bajaj Hindusthan Sugar Ltd,7.03,7.23,6.75,7.16,612569,1577
11-Sep-18, Bajaj Hindusthan Sugar Ltd,6.94,7.12,6.78,6.89,633100,1513
10-Sep-18, Bajaj Hindusthan Sugar Ltd,6.75,6.85,6.63,6.81,362926,573
07-Sep-18, Bajaj Hindusthan Sugar Ltd,6.94,6.94,6.71,6.73,182292,1017
06-Sep-18, Bajaj Hindusthan Sugar Ltd,6.65,6.79,6.6,6.72,303041,529
05-Sep-18, Bajaj Hindusthan Sugar Ltd,6.7,6.73,6.52,6.59,264795,355
04-Sep-18, Bajaj Hindusthan Sugar Ltd,6.71,6.92,6.7,6.7,371577,257
03-Sep-18, Bajaj Hindusthan Sugar Ltd,6.93,6.98,6.86,6.87,130553,145
31-Aug-18, Bajaj Hindusthan Sugar Ltd,6.93,6.98,6.82,6.87,236049,436
30-Aug-18, Bajaj Hindusthan Sugar Ltd,6.98,7.07,6.82,6.85,237139,317
29-Aug-18, Bajaj Hindusthan Sugar Ltd,6.75,7.07,6.66,6.98,358542,582
28-Aug-18, Bajaj Hindusthan Sugar Ltd,7,7.16,6.7,6.72,397633,589
27-Aug-18, Bajaj Hindusthan Sugar Ltd,6.95,6.95,6.66,6.68,156943,222
24-Aug-18, Bajaj Hindusthan Sugar Ltd,6.51,7.1,6.45,6.93,548808,2683
23-Aug-18, Bajaj Hindusthan Sugar Ltd,6.64,6.65,6.52,6.6,230551,4262
21-Aug-18, Bajaj Hindusthan Sugar Ltd,6.52,6.66,6.52,6.59,166113,178
20-Aug-18, Bajaj Hindusthan Sugar Ltd,6.52,6.66,6.52,6.59,111044,229
17-Aug-18, Bajaj Hindusthan Sugar Ltd,6.58,6.62,6.5,6.55,141760,211
16-Aug-18, Bajaj Hindusthan Sugar Ltd,6.62,6.62,6.49,6.53,116821,162
14-Aug-18, Bajaj Hindusthan Sugar Ltd,6.66,6.68,6.6,6.62,93475,151
13-Aug-18, Bajaj Hindusthan Sugar Ltd,6.8,6.8,6.55,6.57,173732,245
10-Aug-18, Bajaj Hindusthan Sugar Ltd,6.9,6.91,6.75,6.77,273395,301
09-Aug-18, Bajaj Hindusthan Sugar Ltd,7.23,7.23,6.69,6.86,544427,729
08-Aug-18, Bajaj Hindusthan Sugar Ltd,6.98,7.12,6.85,6.88,367422,4461
07-Aug-18, Bajaj Hindusthan Sugar Ltd,7.17,7.29,6.81,6.84,371502,2571
06-Aug-18, Bajaj Hindusthan Sugar Ltd,6.83,7.15,6.8,7.08,528999,543
03-Aug-18, Bajaj Hindusthan Sugar Ltd,6.71,6.86,6.71,6.78,206615,642
02-Aug-18, Bajaj Hindusthan Sugar Ltd,6.7,6.8,6.5,6.7,317561,2699
01-Aug-18, Bajaj Hindusthan Sugar Ltd,6.7,6.82,6.64,6.67,211085,2795
31-Jul-18, Bajaj Hindusthan Sugar Ltd,6.69,6.73,6.6,6.63,195656,2603
30-Jul-18, Bajaj Hindusthan Sugar Ltd,6.79,6.79,6.61,6.66,277055,635
27-Jul-18, Bajaj Hindusthan Sugar Ltd,6.65,6.7,6.54,6.57,421484,1237
26-Jul-18, Bajaj Hindusthan Sugar Ltd,6.7,6.85,6.51,6.56,405709,9287
25-Jul-18, Bajaj Hindusthan Sugar Ltd,6.6,6.86,6.53,6.65,554357,7237
24-Jul-18, Bajaj Hindusthan Sugar Ltd,5.87,6.63,5.85,6.52,930333,7432
23-Jul-18, Bajaj Hindusthan Sugar Ltd,5.73,5.93,5.73,5.88,332809,7214
20-Jul-18, Bajaj Hindusthan Sugar Ltd,5.9,5.9,5.65,5.72,442950,11697
19-Jul-18, Bajaj Hindusthan Sugar Ltd,6.05,6.08,5.91,5.94,324147,4326
18-Jul-18, Bajaj Hindusthan Sugar Ltd,6.14,6.14,6,6.02,357975,5934
17-Jul-18, Bajaj Hindusthan Sugar Ltd,6.11,6.15,6.01,6.09,437136,4706
16-Jul-18, Bajaj Hindusthan Sugar Ltd,6.47,6.49,6,6.06,427734,2748
13-Jul-18, Bajaj Hindusthan Sugar Ltd,6.55,6.66,6.47,6.51,144952,1371
12-Jul-18, Bajaj Hindusthan Sugar Ltd,6.6,6.88,6.46,6.54,1092675,4825
